date,open,high,low,close,volume
2024-07-29,38.34000015258789,39.744998931884766,37.83000183105469,39.72999954223633,38158700
2024-07-30,37.54999923706055,38.13999938964844,37.31999969482422,37.97999954223633,19556000
2024-07-31,37.18000030517578,38.09000015258789,36.994998931884766,37.869998931884766,20533000
2024-08-01,36.06999969482422,36.97999954223633,35.43000030517578,36.79999923706055,37068100
2024-08-02,35.61000061035156,37.31999969482422,35.4900016784668,36.93000030517578,35706100
2024-08-05,30.479999542236328,31.65999984741211,28.229999542236328,28.350000381469727,97633000
2024-08-06,32.34000015258789,32.53499984741211,31.0,31.43000030517578,39663800
2024-08-07,31.190000534057617,32.790000915527344,31.1200008392334,32.650001525878906,24351500
2024-08-08,33.880001068115234,34.13999938964844,32.29999923706055,32.90999984741211,32889400
2024-08-09,34.599998474121094,34.834999084472656,33.93000030517578,34.40999984741211,18872700
2024-08-12,33.63999938964844,34.599998474121094,32.94499969482422,33.93000030517578,20819200
2024-08-13,34.63999938964844,35.125,33.540000915527344,33.56999969482422,20186000
2024-08-14,33.560001373291016,34.7400016784668,33.43000030517578,34.6349983215332,19032500
2024-08-15,32.5,34.119998931884766,32.290000915527344,33.720001220703125,29136100
2024-08-16,34.029998779296875,34.13600158691406,32.849998474121094,33.36000061035156,22686500
2024-08-19,33.619998931884766,33.79499816894531,33.099998474121094,33.470001220703125,13480200
2024-08-20,33.91999816894531,34.77000045776367,33.349998474121094,34.52000045776367,21676600
2024-08-21,35.130001068115234,35.14500045776367,33.529998779296875,33.880001068115234,22993900
2024-08-22,34.349998474121094,34.73500061035156,34.2400016784668,34.65999984741211,15825100
2024-08-23,36.279998779296875,36.439998626708984,34.63999938964844,34.80500030517578,51673300
2024-08-26,36.09000015258789,36.415000915527344,35.91999816894531,36.34000015258789,19479700
2024-08-27,35.380001068115234,35.58700180053711,34.9900016784668,35.560001373291016,19488600
2024-08-28,33.52000045776367,34.20000076293945,32.93000030517578,34.099998474121094,36007400
2024-08-29,33.689998626708984,34.82500076293945,33.52000045776367,34.29999923706055,22692500
2024-08-30,33.369998931884766,34.06999969482422,32.84000015258789,33.900001525878906,22832300
2024-09-03,32.97999954223633,33.650001525878906,32.70000076293945,33.63999938964844,23729700
2024-09-04,33.040000915527344,33.30799865722656,31.920000076293945,32.099998474121094,19751900
2024-09-05,31.850000381469727,32.599998474121094,31.709999084472656,32.22999954223633,20575400
2024-09-06,30.40999984741211,32.380001068115234,30.239999771118164,32.28499984741211,40486800
2024-09-09,32.5099983215332,32.58000183105469,31.173999786376953,31.520000457763672,24533700
2024-09-10,33.0,33.060001373291016,32.150001525878906,32.40999984741211,12648700
2024-09-11,32.79999923706055,33.01499938964844,31.579999923706055,32.33000183105469,20530600
2024-09-12,33.25,33.349998474121094,32.61000061035156,32.869998931884766,15834000
2024-09-13,34.040000915527344,34.224998474121094,32.79999923706055,32.880001068115234,33125000
2024-09-16,32.97999954223633,33.33000183105469,32.689998626708984,33.310001373291016,20931200
2024-09-17,34.099998474121094,34.970001220703125,33.52000045776367,33.7599983215332,39849900
2024-09-18,34.150001525878906,34.93000030517578,33.65999984741211,34.08000183105469,28844900
2024-09-19,36.0099983215332,36.395999908447266,35.665000915527344,36.029998779296875,25199400
2024-09-20,35.79999923706055,36.19599914550781,35.51499938964844,35.849998474121094,15938400
2024-09-23,36.040000915527344,36.35499954223633,35.88999938964844,36.060001373291016,17294800
2024-09-24,36.63999938964844,36.689998626708984,35.689998626708984,36.13999938964844,19764100
2024-09-25,35.970001220703125,36.45000076293945,35.83000183105469,36.150001525878906,13547100
2024-09-26,36.84000015258789,37.529998779296875,36.52000045776367,36.654998779296875,41457100
2024-09-27,37.38999938964844,37.939998626708984,37.244998931884766,37.41999816894531,28884500
2024-09-30,36.130001068115234,36.4900016784668,35.86000061035156,36.41999816894531,23334200
2024-10-01,35.130001068115234,36.099998474121094,34.689998626708984,36.06999969482422,43920500
2024-10-02,34.2400016784668,35.5099983215332,34.1349983215332,34.630001068115234,29353600
2024-10-03,34.720001220703125,34.75,34.060001373291016,34.400001525878906,18482500
2024-10-04,35.52000045776367,35.599998474121094,34.57500076293945,35.040000915527344,22625700
2024-10-07,36.060001373291016,36.72999954223633,35.689998626708984,35.90999984741211,21124100
2024-10-08,35.400001525878906,35.9900016784668,35.15999984741211,35.630001068115234,25203200
2024-10-09,34.68000030517578,35.494998931884766,34.560001373291016,35.209999084472656,18244000
2024-10-10,33.95000076293945,34.7599983215332,33.46500015258789,34.7599983215332,25996500
2024-10-11,35.939998626708984,36.14500045776367,34.939998626708984,34.939998626708984,33399400
2024-10-14,37.56999969482422,37.814998626708984,36.81999969482422,36.869998931884766,44553100
2024-10-15,38.16999816894531,38.744998931884766,36.875,37.529998779296875,53539000
2024-10-16,38.58000183105469,38.93000030517578,38.2400016784668,38.65999984741211,26627500
2024-10-17,38.04999923706055,38.540000915527344,37.939998626708984,38.15999984741211,19655500
2024-10-18,39.06999969482422,39.369998931884766,38.560001373291016,38.61000061035156,39820500
2024-10-21,38.56999969482422,38.66999816894531,38.02000045776367,38.63999938964844,28773400
2024-10-22,38.40999984741211,38.54999923706055,37.89099884033203,38.18000030517578,23972900
2024-10-23,37.810001373291016,38.08000183105469,37.09000015258789,37.86000061035156,25771200
2024-10-24,38.869998931884766,38.91999816894531,38.29999923706055,38.470001220703125,27015500
2024-10-25,38.0099983215332,39.20000076293945,37.470001220703125,38.720001220703125,51745600
2024-10-28,39.66999816894531,39.84000015258789,38.95000076293945,39.25,54652300
2024-10-29,41.33000183105469,41.959999084472656,40.36000061035156,40.560001373291016,81566300
2024-10-30,40.880001068115234,41.279998779296875,40.62200164794922,40.880001068115234,32004700
2024-10-31,39.779998779296875,41.0099983215332,39.724998474121094,40.97999954223633,48039800
2024-11-01,39.369998931884766,40.79800033569336,39.099998474121094,39.92499923706055,49930200
2024-11-04,38.25,39.119998931884766,38.16999816894531,39.029998779296875,36048900
2024-11-05,39.5099983215332,40.130001068115234,39.11000061035156,39.43000030517578,36660400
2024-11-06,43.400001525878906,43.630001068115234,41.86000061035156,42.31999969482422,97138100
2024-11-07,43.599998474121094,43.84000015258789,42.470001220703125,42.709999084472656,40670200
2024-11-08,43.689998626708984,44.09000015258789,43.099998474121094,43.439998626708984,44183700
2024-11-11,49.56999969482422,49.88999938964844,46.529998779296875,46.65999984741211,96319200
2024-11-12,51.04999923706055,51.2599983215332,48.51499938964844,49.02000045776367,77294900
2024-11-13,51.040000915527344,53.255001068115234,50.86000061035156,51.2400016784668,103319300
2024-11-14,49.72999954223633,52.29999923706055,49.70000076293945,51.9900016784668,60782800
2024-11-15,52.130001068115234,52.16999816894531,49.92499923706055,50.84000015258789,46939400
2024-11-18,52.130001068115234,52.80500030517578,51.040000915527344,51.5,61022200
2024-11-19,52.70000076293945,53.65999984741211,51.90999984741211,52.15999984741211,80884000
2024-11-20,53.720001220703125,54.16999816894531,53.060001373291016,53.880001068115234,70154500
2024-11-21,55.900001525878906,56.505001068115234,54.40999984741211,55.40999984741211,93957600
2024-11-22,56.4900016784668,56.86000061035156,55.310001373291016,55.63999938964844,66020400
2024-11-25,54.02000045776367,55.4900016784668,53.66999816894531,55.40999984741211,69396700
2024-11-26,51.70000076293945,53.994998931884766,51.540000915527344,52.439998626708984,67423300
2024-11-27,55.029998779296875,55.4900016784668,53.65999984741211,53.83000183105469,61783500
2024-11-29,55.209999084472656,56.36000061035156,55.209999084472656,55.47999954223633,30337300
2024-12-02,54.47999954223633,55.54499816894531,53.75,54.65999984741211,52619400
2024-12-03,54.459999084472656,54.939998626708984,53.28300094604492,53.619998931884766,39000400
2024-12-04,56.41999816894531,56.61000061035156,53.900001525878906,54.61000061035156,58655300
2024-12-05,56.400001525878906,59.15999984741211,55.70000076293945,58.595001220703125,89447600
2024-12-06,57.79999923706055,58.209999084472656,56.18000030517578,56.599998474121094,50017000
2024-12-09,54.72999954223633,57.25,54.6349983215332,56.40999984741211,55677600
2024-12-10,54.900001525878906,56.0,53.619998931884766,55.79999923706055,48810000
2024-12-11,57.720001220703125,57.97999954223633,56.040000915527344,56.189998626708984,48872600
